operator_id,op_jobKind,op_qualifications_count,op_effectiveTime,op_popularity_score,op_has_CP,op_has_CN,workload_pressure_index,daily_perc_ortho,avg_patient_priority,daily_lifter_ratio,target_assN,target_assO,target_assCP,target_assMAC,target_assignments
52,0,2,280,1,0,0,0.9390243902439024,0.4915254237288136,8.0,0.03389830508474576,0,1,0,0,1
38,0,4,280,5,0,1,0.9390243902439024,0.4915254237288136,6.25,0.03389830508474576,3,5,0,0,8
39,1,3,200,2,0,1,0.9390243902439024,0.4915254237288136,5.0,0.03389830508474576,3,1,0,0,4
46,1,3,150,3,1,0,0.9390243902439024,0.4915254237288136,5.333333333333333,0.03389830508474576,2,1,0,0,3
485,1,2,200,3,0,0,0.9390243902439024,0.4915254237288136,5.333333333333333,0.03389830508474576,2,1,0,0,3
158,0,2,340,4,0,0,0.9390243902439024,0.4915254237288136,6.0,0.03389830508474576,3,4,0,0,7
40,1,4,150,3,0,1,0.9390243902439024,0.4915254237288136,7.0,0.03389830508474576,1,3,0,0,4
42,1,2,150,3,0,0,0.9390243902439024,0.4915254237288136,6.0,0.03389830508474576,2,2,0,0,4
50,0,3,340,5,0,1,0.9390243902439024,0.4915254237288136,5.333333333333333,0.03389830508474576,4,2,0,0,6
29,1,3,200,3,0,1,0.9390243902439024,0.4915254237288136,4.666666666666667,0.03389830508474576,2,1,0,0,3
228,0,6,480,6,1,0,0.8602150537634409,0.4074074074074074,12.2,0.06481481481481481,0,2,0,3,5
212,0,6,300,5,1,0,0.8602150537634409,0.4074074074074074,8.6,0.06481481481481481,1,3,0,1,5
524,0,5,432,6,0,0,0.8602150537634409,0.4074074074074074,9.666666666666666,0.06481481481481481,1,3,0,2,6
211,0,6,300,6,0,1,0.8602150537634409,0.4074074074074074,15.0,0.06481481481481481,0,0,0,6,6
232,0,6,432,5,1,0,0.8602150537634409,0.4074074074074074,11.375,0.06481481481481481,2,1,0,5,8
214,0,6,432,7,0,1,0.8602150537634409,0.4074074074074074,10.428571428571429,0.06481481481481481,1,3,0,2,7
215,0,6,300,5,0,1,0.8602150537634409,0.4074074074074074,15.0,0.06481481481481481,0,0,0,4,5
216,0,6,300,3,1,0,0.8602150537634409,0.4074074074074074,6.5,0.06481481481481481,1,3,0,0,4
210,0,6,402,3,1,0,0.8602150537634409,0.4074074074074074,6.666666666666667,0.06481481481481481,1,2,0,0,3
